Code,Country,Location,Year_start,Year_end,Practice,Economic Outcome,Units,xrat_obs,xrat_2015,cpi_obs,cpi_2015,ppp_2015,MeanT,MeanC,MeanT_local,MeanC_local,MeanT_local_2015,MeanC_local_2015,MeanT_2015_usd,MeanC_2015_usd,MeanT_2015_ppp_intusd,MeanC_2015_ppp_intusd
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,9011.3,7659.9,9011.3,7659.9,7635.2,6490.1,371.1,315.4,983.1,835.6
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,19914,17960.3,19914,17960.3,16872.9,15217.5,820,739.5,2172.5,1959.3
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,23893.6,17960.3,23893.6,17960.3,20244.8,15217.5,983.9,739.5,2606.6,1959.3
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,30017.3,27438.1,30017.3,27438.1,25433.3,23248,1236,1129.8,3274.7,2993.3
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,32700,27438.1,32700,27438.1,27706.3,23248,1346.5,1129.8,3567.3,2993.3
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,27438.1,17960.3,27438.1,17960.3,23248,15217.5,1129.8,739.5,2993.3,1959.3
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,30017.3,19914,30017.3,19914,25433.3,16872.9,1236,820,3274.7,2172.5
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Profit,ETB/ha,1,20.6,244.6,207.3,7.8,32700,23893.6,32700,23893.6,27706.3,20244.8,1346.5,983.9,3567.3,2606.6
6141866,Ethiopia,Debre Markos Metrological Station,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,17.3,51.6,17.3,51.6,14.6,43.7,0.7,2.1,1.9,5.6
6141866,Ethiopia,Debre Markos Metrological Station,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,16.3,51.6,16.3,51.6,13.8,43.7,0.7,2.1,1.8,5.6
6141866,Ethiopia,Debre Markos Metrological Station,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,13.4,51.6,13.4,51.6,11.3,43.7,0.6,2.1,1.5,5.6
6141866,Ethiopia,Debre Markos Metrological Station,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,6.5,51.6,6.5,51.6,5.5,43.7,0.3,2.1,0.7,5.6
6141866,Ethiopia,Debre Markos Metrological Station,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,6.5,51.6,6.5,51.6,5.5,43.7,0.3,2.1,0.7,5.6
6141866,Ethiopia,Debre Markos Metrological Station,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,6.1,51.6,6.1,51.6,5.1,43.7,0.2,2.1,0.7,5.6
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,8.9,10.1,8.9,8.6,7.5,0.4,0.4,1.1,1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,8.9,12.8,8.9,10.8,7.5,0.5,0.4,1.4,1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,8.9,12.9,8.9,11,7.5,0.5,0.4,1.4,1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,11.3,10.5,11.3,10.5,9.6,8.9,0.5,0.4,1.2,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.7,10.5,21.7,10.5,18.4,8.9,0.9,0.4,2.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.8,10.5,19.8,10.5,16.8,8.9,0.8,0.4,2.2,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,18.7,12.4,18.7,12.4,15.8,10.5,0.8,0.5,2,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.5,12.4,21.5,12.4,18.2,10.5,0.9,0.5,2.3,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.9,12.4,19.9,12.4,16.8,10.5,0.8,0.5,2.2,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,14.4,9.7,14.4,9.7,12.2,8.2,0.6,0.4,1.6,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,18.3,9.7,18.3,9.7,15.5,8.2,0.8,0.4,2,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,16.9,9.7,16.9,9.7,14.3,8.2,0.7,0.4,1.8,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,8.9,10.5,8.9,10.5,7.5,8.9,0.4,0.4,1,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,11.3,10.1,11.3,8.6,9.6,0.4,0.5,1.1,1.2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,21.7,12.8,21.7,10.8,18.4,0.5,0.9,1.4,2.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,19.8,12.9,19.8,11,16.8,0.5,0.8,1.4,2.2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,8.9,12.4,8.9,12.4,7.5,10.5,0.4,0.5,1,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,18.7,10.1,18.7,8.6,15.8,0.4,0.8,1.1,2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,21.5,12.8,21.5,10.8,18.2,0.5,0.9,1.4,2.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,19.9,12.9,19.9,11,16.8,0.5,0.8,1.4,2.2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,8.9,9.7,8.9,9.7,7.5,8.2,0.4,0.4,1,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,14.4,10.1,14.4,8.6,12.2,0.4,0.6,1.1,1.6
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,18.3,12.8,18.3,10.8,15.5,0.5,0.8,1.4,2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,16.9,12.9,16.9,11,14.3,0.5,0.7,1.4,1.8
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.5,12.4,10.5,12.4,8.9,10.5,0.4,0.5,1.1,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,11.3,18.7,11.3,18.7,9.6,15.8,0.5,0.8,1.2,2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.7,21.5,21.7,21.5,18.4,18.2,0.9,0.9,2.4,2.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.8,19.9,19.8,19.9,16.8,16.8,0.8,0.8,2.2,2.2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.5,9.7,10.5,9.7,8.9,8.2,0.4,0.4,1.1,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,11.3,14.4,11.3,14.4,9.6,12.2,0.5,0.6,1.2,1.6
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.7,18.3,21.7,18.3,18.4,15.5,0.9,0.8,2.4,2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.8,16.9,19.8,16.9,16.8,14.3,0.8,0.7,2.2,1.8
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.4,9.7,12.4,9.7,10.5,8.2,0.5,0.4,1.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,18.7,14.4,18.7,14.4,15.8,12.2,0.8,0.6,2,1.6
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.5,18.3,21.5,18.3,18.2,15.5,0.9,0.8,2.3,2
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.9,16.9,19.9,16.9,16.8,14.3,0.8,0.7,2.2,1.8
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,10.5,10.1,10.5,8.6,8.9,0.4,0.4,1.1,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,10.5,12.8,10.5,10.8,8.9,0.5,0.4,1.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,10.5,12.9,10.5,11,8.9,0.5,0.4,1.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,12.4,10.1,12.4,8.6,10.5,0.4,0.5,1.1,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,12.4,12.8,12.4,10.8,10.5,0.5,0.5,1.4,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,12.4,12.9,12.4,11,10.5,0.5,0.5,1.4,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.1,9.7,10.1,9.7,8.6,8.2,0.4,0.4,1.1,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.8,9.7,12.8,9.7,10.8,8.2,0.5,0.4,1.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,12.9,9.7,12.9,9.7,11,8.2,0.5,0.4,1.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,11.3,12.4,11.3,12.4,9.6,10.5,0.5,0.5,1.2,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.7,12.4,21.7,12.4,18.4,10.5,0.9,0.5,2.4,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.8,12.4,19.8,12.4,16.8,10.5,0.8,0.5,2.2,1.4
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,11.3,9.7,11.3,9.7,9.6,8.2,0.5,0.4,1.2,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.7,9.7,21.7,9.7,18.4,8.2,0.9,0.4,2.4,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.8,9.7,19.8,9.7,16.8,8.2,0.8,0.4,2.2,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,18.7,9.7,18.7,9.7,15.8,8.2,0.8,0.4,2,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,21.5,9.7,21.5,9.7,18.2,8.2,0.9,0.4,2.3,1.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,19.9,9.7,19.9,9.7,16.8,8.2,0.8,0.4,2.2,1.1
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,8.9,13.8,8.9,13.8,7.6,11.7,0.4,0.6,1,1.5
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,7.6,13.8,7.6,13.8,6.5,11.7,0.3,0.6,0.8,1.5
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,8.7,10.8,8.7,10.8,7.4,9.1,0.4,0.4,0.9,1.2
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,7.5,10.8,7.5,10.8,6.4,9.1,0.3,0.4,0.8,1.2
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,10.8,13.8,10.8,13.8,9.1,11.7,0.4,0.6,1.2,1.5
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,8.7,8.9,8.7,8.9,7.4,7.6,0.4,0.4,0.9,1
6135671,Ethiopia,Mosobo Kebele,2017,2017,All Nbs,Benefit Cost Ratio,ETB/ha,1,20.6,244.6,207.3,7.8,7.5,7.6,7.5,7.6,6.4,6.5,0.3,0.3,0.8,0.8
6141745,Ethiopia,Upper Blue Nile Basin,2018,2019,Reduced Tillage,Cost,USD/ha,27.4,20.6,278.5,207.3,7.8,904,1139,24796.2,31242.1,18456.4,23254.3,897,1130.1,2376.4,2994.1
6141745,Ethiopia,Upper Blue Nile Basin,2018,2019,Reduced Tillage,Cost,USD/ha,27.4,20.6,278.5,207.3,7.8,961,1178,26359.6,32311.8,19620.1,24050.5,953.5,1168.8,2526.2,3096.6
6141745,Ethiopia,Upper Blue Nile Basin,2018,2019,Reduced Tillage,Cost,USD/ha,27.4,20.6,278.5,207.3,7.8,974,1220,26716.2,33463.9,19885.6,24908,966.4,1210.5,2560.4,3207
6141745,Ethiopia,Upper Blue Nile Basin,2018,2019,Reduced Tillage,Cost,USD/ha,27.4,20.6,278.5,207.3,7.8,1131,1264,31022.6,34670.7,23090.9,25806.3,1122.2,1254.1,2973.1,3322.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,183249,171666,183249,171666,136396.9,127775.4,6628.7,6209.7,17561.8,16451.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,300267,171666,300267,171666,223496.3,127775.4,10861.5,6209.7,28776.3,16451.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,379863,171666,379863,171666,282741.7,127775.4,13740.8,6209.7,36404.4,16451.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,183249,211167,183249,211167,136396.9,157177,6628.7,7638.5,17561.8,20237.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,300267,211167,300267,211167,223496.3,157177,10861.5,7638.5,28776.3,20237.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,379863,211167,379863,211167,282741.7,157177,13740.8,7638.5,36404.4,20237.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,183249,199881,183249,199881,136396.9,148776.5,6628.7,7230.3,17561.8,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,300267,199881,300267,199881,223496.3,148776.5,10861.5,7230.3,28776.3,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,379863,199881,379863,199881,282741.7,148776.5,13740.8,7230.3,36404.4,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,236709,211167,236709,211167,176188.5,157177,8562.5,7638.5,22685.2,20237.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,553311,211167,553311,211167,411843.4,157177,20014.9,7638.5,53026.9,20237.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,575883,211167,575883,211167,428644.3,157177,20831.4,7638.5,55190.1,20237.3
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,236709,199881,236709,199881,176188.5,148776.5,8562.5,7230.3,22685.2,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,553311,199881,553311,199881,411843.4,148776.5,20014.9,7230.3,53026.9,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,575883,199881,575883,199881,428644.3,148776.5,20831.4,7230.3,55190.1,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,483516,199881,483516,199881,359893.2,148776.5,17490.2,7230.3,46338.1,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,625482,199881,625482,199881,465562.1,148776.5,22625.5,7230.3,59943.5,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Gross Revenue,ETB/ha,1,20.6,278.5,207.3,7.8,654291,199881,654291,199881,487005.4,148776.5,23667.6,7230.3,62704.4,19155.7
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,16342,17337,16342,17337,12163.8,12904.4,591.1,627.1,1566.1,1661.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,18972,17337,18972,17337,14121.3,12904.4,686.3,627.1,1818.2,1661.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,21602,17337,21602,17337,16078.9,12904.4,781.4,627.1,2070.2,1661.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,16342,19587,16342,19587,12163.8,14579.1,591.1,708.5,1566.1,1877.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,18972,19587,18972,19587,14121.3,14579.1,686.3,708.5,1818.2,1877.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,21602,19587,21602,19587,16078.9,14579.1,781.4,708.5,2070.2,1877.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,16342,22262,16342,22262,12163.8,16570.2,591.1,805.3,1566.1,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,18972,22262,18972,22262,14121.3,16570.2,686.3,805.3,1818.2,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,21602,22262,21602,22262,16078.9,16570.2,781.4,805.3,2070.2,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,19967,19587,19967,19587,14861.9,14579.1,722.3,708.5,1913.6,1877.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,22597,19587,22597,19587,16819.5,14579.1,817.4,708.5,2165.6,1877.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,25227,19587,25227,19587,18777.1,14579.1,912.5,708.5,2417.6,1877.1
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,19967,22262,19967,22262,14861.9,16570.2,722.3,805.3,1913.6,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,22597,22262,22597,22262,16819.5,16570.2,817.4,805.3,2165.6,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,25227,22262,25227,22262,18777.1,16570.2,912.5,805.3,2417.6,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,22217,22262,22217,22262,16536.7,16570.2,803.7,805.3,2129.2,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,24847,22262,24847,22262,18494.3,16570.2,898.8,805.3,2381.2,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Cost,ETB/ha,1,20.6,278.5,207.3,7.8,27477,22262,27477,22262,20451.8,16570.2,993.9,805.3,2633.3,2133.5
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Benefit Cost Ratio,ETB/ha,1,20.6,278.5,207.3,7.8,11.2,9.9,11.2,9.9,8.3,7.4,0.4,0.4,1.1,0.9
6135798,Ethiopia,"Lay Gayint, NW Ethiopian highlands",2018,2018,Reduced Tillage,Benefit Cost Ratio,ETB/ha,1,20.6,278.5,207.3,7.8,15.8,9.9,15.8,9.9,11.8,7.4,0.6,0.4,1.5,0.9
