PrName,Out.SubInd,vote_mean,posT_negC,positive_strong,positive,neutral,negative,negative_strong,posC_negT,N.Obs,N.Studies
Cover Crops+Residue/Mulch,Benefit Cost Ratio (GPVC),1,0,0,2,0,0,0,0,2,1
Cover Crops+Reduced Irrigation+Reduced Tillage,Benefit Cost Ratio (GPVC),0.5,0,0,2,2,0,0,0,4,1
Reduced Irrigation+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),1.27148571428571,2,7,2,3,2,1,0,17,4
Reduced Irrigation+Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio (GPVC),2,0,8,0,0,0,0,0,8,1
Agroforestry,Present Value of Benefit,2,0,2,0,0,0,0,0,2,1
Agroforestry,Present Value of Cost,1,0,1,0,1,0,0,0,2,1
Reduced Fert+Residue/Mulch,Variable Cost,-0.5,0,0,0,10,6,0,0,16,3
Reduced Fert+Residue/Mulch,Gross Revenue,-0.391666666666667,0,0,2,7,7,0,0,16,3
Reduced Fert+Residue/Mulch,Benefit Cost Ratio (GPVC),0.268571428571429,0,4,2,8,2,0,0,16,3
Reduced Erosion+Reduced Fert,Variable Cost,-0.333333333333333,0,0,0,2,1,0,0,3,1
Reduced Erosion+Reduced Fert,Gross Revenue,0.666666666666667,0,0,2,1,0,0,0,3,1
Reduced Erosion+Reduced Fert,Gross Profit,1,0,0,3,0,0,0,0,3,1
Reduced Erosion+Residue/Mulch,Variable Cost,1.33333333333333,0,2,4,0,0,0,0,6,1
Reduced Erosion+Residue/Mulch,Gross Profit,1,0,0,6,0,0,0,0,6,1
Reduced Erosion+Residue/Mulch,Benefit Cost Ratio (GPVC),0.25,0,1,3,6,2,0,0,12,1
Organic Fert,Marginal Rate of Return,0.667333333333333,4,0,0,2,0,0,0,6,1
Reduced Fert+Organic Fert,Marginal Rate of Return,0.4004,2,1,0,1,0,1,0,5,1
Organic Fert+Reduced Tillage,Gross Profit,0.571428571428571,0,0,1,6,0,0,0,7,2
Reduced Fert+Organic Fert+Residue/Mulch,Variable Cost,0,0,0,0,1,0,0,0,1,1
Reduced Fert+Organic Fert+Residue/Mulch,Gross Revenue,0,0,0,0,1,0,0,0,1,1
Reduced Fert+Organic Fert+Residue/Mulch,Gross Profit,0,0,0,0,1,0,0,0,1,1
Biochar+Organic Fert,Variable Cost,1.65,0,13,7,0,0,0,0,20,1
Biochar+Organic Fert,Gross Revenue,2,0,20,0,0,0,0,0,20,1
Biochar+Organic Fert,Net Profit,2,0,20,0,0,0,0,0,20,1
Organic Fert+Reduced Tillage+Residue/Mulch,Gross Profit,1,0,0,2,0,0,0,0,2,2
Intercropping+Organic Fert+Reduced Tillage+Residue/Mulch,Gross Profit,1.5,0,1,1,0,0,0,0,2,1
Organic Fert+Reduced Tillage+Residue/Mulch+Rotation,Gross Profit,1.5,0,1,1,0,0,0,0,2,1
Intercropping+Organic Fert,Gross Profit,2,0,2,0,0,0,0,0,2,1
Organic Fert+Rotation,Gross Profit,2,0,2,0,0,0,0,0,2,1
Biochar,Benefit Cost Ratio (GPVC),0.109543010752688,4,13,20,18,22,2,4,83,10
Cover Crops,Internal Rate of Return,1.001,5,0,0,0,0,0,0,5,1
Cover Crops,Net Present Value,1.001,5,0,0,0,0,0,0,5,1
Controlled Release Fert+Reduced Tillage,Variable Cost,-0.5,0,0,0,1,1,0,0,2,1
Intercropping,Total Cost,0.666666666666667,0,0,2,1,0,0,0,3,1
Rotation,Total Cost,0.75,0,0,3,1,0,0,0,4,1
"",Total Cost,0,0,0,0,6,0,0,0,6,1
Controlled Release Fert,Total Cost,-0.5,0,0,0,2,2,0,0,4,1
Controlled Release Fert+Reduced Fert,Total Cost,-1,0,0,0,0,2,0,0,2,1
Biochar+Organic Fert,Total Cost,1.65,0,13,7,0,0,0,0,20,1
Organic Fert+Residue/Mulch,Gross Profit,1,0,0,1,0,0,0,0,1,1
Controlled Release Fert+Reduced Fert,Gross Profit,0,0,0,0,2,0,0,0,2,1
Biochar+Organic Fert,Gross Profit,2,0,20,0,0,0,0,0,20,1
Reduced Erosion+Reduced Tillage,Benefit Cost Ratio (GPVC),1.66683333333333,1,4,1,0,0,0,0,6,1
Intercropping+Rotation,Benefit Cost Ratio (GPVC),1.01176470588235,0,2,1,5,0,0,0,8,4
Intercropping,Benefit Cost Ratio (GPVC),0.972643010752688,0,38,15,15,18,2,6,94,9
Agroforestry+Controlled Grazing+Reduced Erosion+Intercropping,Benefit Cost Ratio (GPVC),-0.5,0,0,0,1,1,0,0,2,1
Agroforestry+Reduced Irrigation,Benefit Cost Ratio (GPVC),2,0,4,0,0,0,0,0,4,1
Controlled Release Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),-0.5,0,0,0,1,1,0,0,2,1
Biochar+Reduced Fert,Benefit Cost Ratio (GPVC),-0.305888888888889,0,1,3,6,7,1,1,19,3
Agroforestry+Organic Fert,Benefit Cost Ratio (GPVC),1.001,1,0,0,0,0,0,0,1,1
Agroforestry+Reduced Fert,Benefit Cost Ratio (GPVC),1.1875,0,1,2,0,0,0,0,3,2
"",Benefit Cost Ratio (GPVC),-0.416666666666667,0,1,2,2,3,1,0,9,2
Reduced Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),0.861111111111111,0,6,14,3,15,0,0,38,2
Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),-0.375,0,0,1,2,2,1,0,6,2
Agroforestry+Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),0,0,0,0,2,0,0,0,2,1
Reduced Fert+Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),-0.5,0,0,0,1,1,0,0,2,1
Agroforestry+Reduced Fert+Intercropping+Reduced Tillage,Benefit Cost Ratio (GPVC),1,0,0,2,0,0,0,0,2,1
Agroforestry+Reduced Tillage,Benefit Cost Ratio (GPVC),0,0,0,1,0,1,0,0,2,1
Agroforestry+Reduced Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),1.5,0,1,1,0,0,0,0,2,1
Cover Crops+Reduced Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),1,0,1,0,1,0,0,0,2,1
Cover Crops+Reduced Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),1,0,0,1,0,0,0,0,1,1
Cover Crops+Reduced Tillage,Benefit Cost Ratio (GPVC),0,0,0,0,1,0,0,0,1,1
Intercropping+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),-0.75,0,1,0,0,1,2,0,4,1
Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio (GPVC),0.75,0,1,1,2,0,0,0,4,1
Reduced Fert+Intercropping,Benefit Cost Ratio (GPVC),-0.5,0,0,0,1,1,0,0,2,1
Reduced Erosion+Reduced Fert,Benefit Cost Ratio (GPVC),0.333333333333333,0,1,0,1,1,0,0,3,1
Organic Fert+Reduced Tillage,Benefit Cost Ratio (GPVC),0.785714285714286,0,1,2,4,0,0,0,7,2
Organic Fert+Residue/Mulch,Benefit Cost Ratio (GPVC),0,0,0,0,1,0,0,0,1,1
Organic Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (GPVC),0,0,0,0,1,0,0,0,1,1
Controlled Release Fert,Benefit Cost Ratio (GPVC),1,0,1,2,1,0,0,0,4,1
Controlled Release Fert+Reduced Fert,Benefit Cost Ratio (GPVC),-0.5,0,0,0,1,1,0,0,2,1
Biochar+Organic Fert,Benefit Cost Ratio (GPVC),0.1,0,2,2,13,2,1,0,20,1
Agroforestry,Benefit Cost Ratio (NPTC),-0.416666666666667,0,1,4,4,1,2,0,12,3
Cover Crops+Residue/Mulch,Benefit Cost Ratio (NPTC),0.5,0,6,0,1,0,2,0,9,2
Cover Crops,Benefit Cost Ratio (NPTC),-0.25,0,0,0,4,1,0,0,5,2
Reduced Tillage+Residue/Mulch+Rotation,Benefit Cost Ratio (NPTC),2,0,4,0,0,0,0,0,4,1
Rotation,Benefit Cost Ratio (NPTC),-0.25,0,0,0,3,1,0,0,4,1
Biochar+Reduced Fert,Benefit Cost Ratio (NPTC),0.333333333333333,0,3,5,6,3,1,0,18,2
"",Benefit Cost Ratio (NPTC),0.5,0,3,0,1,1,1,0,6,1
Biochar,Benefit Cost Ratio (NPTC),0.246527777777778,0,15,6,12,9,3,0,45,4
Organic Fert,Benefit Cost Ratio (NPTC),1.49,0,11,0,4,3,0,0,18,3
Organic Fert+Residue/Mulch,Benefit Cost Ratio (NPTC),0,0,0,0,1,0,0,0,1,1
Organic Fert+Reduced Tillage,Benefit Cost Ratio (NPTC),1,0,0,1,0,0,0,0,1,1
Organic Fert+Reduced Tillage+Residue/Mulch,Benefit Cost Ratio (NPTC),2,0,1,0,0,0,0,0,1,1
Controlled Release Fert,Benefit Cost Ratio (NPTC),0.25,0,1,0,2,1,0,0,4,1
Controlled Release Fert+Reduced Fert,Benefit Cost Ratio (NPTC),1,0,0,2,0,0,0,0,2,1
Biochar+Organic Fert,Benefit Cost Ratio (NPTC),0.2,0,5,0,10,4,1,0,20,1
All Nbs,Variable Cost,0.476912062520873,6,161,289,644,280,30,0,1410,133
All Nbs,Gross Profit,0.447908240787271,80,476,475,436,333,118,56,1974,155
All Nbs,Gross Revenue,0.532112617288316,0,266,335,558,250,33,0,1442,138
All Nbs,Total Cost,0.185903382928357,0,27,50,202,52,1,0,332,28
All Nbs,Net Profit,0.486193212387627,2,84,69,62,89,24,2,332,28
All Nbs,Net Profit (Unconfirmed),0.82061149825784,7,17,23,8,3,0,0,58,10
All Nbs,Returns to Labour,1.18181818181818,0,52,30,2,13,2,0,99,1
All Nbs,Labour Cost per Asset,1.5,0,18,1,0,0,0,0,19,2
All Nbs,Benefit Cost Ratio (Unspecified),-0.0482384823848238,0,9,9,23,15,4,0,60,10
All Nbs,Benefit Cost Ratio (GPVC),0.448331904019477,33,337,344,388,284,76,32,1494,131
All Nbs,Benefit Cost Ratio (NPTC),0.464725543763514,2,92,74,111,66,24,2,371,28
All Nbs,Marginal Rate of Return,0.415730769230769,7,7,1,3,1,5,0,24,4
All Nbs,Total Cost (Unconfirmed),0.398015873015873,0,3,11,51,23,0,0,88,12
All Nbs,Present Value of Benefit,2,0,4,0,0,0,0,0,4,2
All Nbs,Present Value of Cost,0.2,0,1,0,3,0,0,0,4,2
All Nbs,Net Present Value,0.916485303617571,11,37,22,0,4,3,0,77,7
All Nbs,Return on Investment,1.57142857142857,0,2,2,0,0,0,0,4,2
All Nbs,Internal Rate of Return,1.06442063492063,5,8,1,0,0,0,0,14,2
All Nbs,Payback Period,2,0,9,0,0,0,0,0,9,1
All Nbs,Fixed Cost,0,0,0,0,4,0,0,0,4,1
All Nbs,Return to Labour,-0.12525,0,1,1,2,2,0,2,8,1
